race_id,bet_type,rank,combination,payout,popularity
202206010101,単勝,1,15,680,4
202206010101,複勝,1,15,210,3
202206010101,複勝,2,10,1600,13
202206010101,複勝,3,4,170,1
202206010101,枠連,1,5-8,2680,13
202206010101,馬連,1,10-15,31040,61
202206010101,ワイド,1,10-15,6890,58
202206010101,ワイド,2,4-15,660,4
202206010101,ワイド,3,4-10,5640,50
202206010101,馬単,1,15-10,46070,108
202206010101,3連複,1,4-10-15,46240,131
202206010101,3連単,1,15-10-4,338400,830
202206010102,単勝,1,1,1510,4
202206010102,複勝,1,1,280,6
202206010102,複勝,2,8,110,1
202206010102,複勝,3,10,220,3
202206010102,枠連,1,1-4,860,4
202206010102,馬連,1,1-8,1060,5
202206010102,ワイド,1,1-8,520,5
202206010102,ワイド,2,1-10,1710,18
202206010102,ワイド,3,8-10,350,2
202206010102,馬単,1,1-8,3510,12
202206010102,3連複,1,1-8-10,2650,7
202206010102,3連単,1,1-8-10,21660,62
202206010103,単勝,1,5,430,2
202206010103,複勝,1,5,130,2
202206010103,複勝,2,7,2620,13
202206010103,複勝,3,11,110,1
202206010103,枠連,1,3-4,2750,9
202206010103,馬連,1,5-7,63780,53
202206010103,ワイド,1,5-7,11540,52
202206010103,ワイド,2,5-11,180,1
202206010103,ワイド,3,7-11,8280,45
202206010103,馬単,1,5-7,82850,88
202206010103,3連複,1,5-7-11,24950,52
202206010103,3連単,1,5-7-11,224010,365
202206010104,単勝,1,5,630,3
202206010104,複勝,1,5,190,3
202206010104,複勝,2,6,120,1
202206010104,複勝,3,10,450,9
202206010104,枠連,1,5-6,520,2
202206010104,馬連,1,5-6,580,2
202206010104,ワイド,1,5-6,320,2
202206010104,ワイド,2,5-10,2520,32
202206010104,ワイド,3,6-10,1010,14
202206010104,馬単,1,5-6,1570,4
202206010104,3連複,1,5-6-10,5090,19
202206010104,3連単,1,5-6-10,24170,79
202206010105,単勝,1,8,190,1
202206010105,複勝,1,8,110,1
202206010105,複勝,2,6,110,2
202206010105,複勝,3,9,140,4
202206010105,枠連,1,6-8,190,1
202206010105,馬連,1,6-8,240,1
202206010105,ワイド,1,6-8,140,1
202206010105,ワイド,2,8-9,210,3
202206010105,ワイド,3,6-9,260,5
202206010105,馬単,1,8-6,440,1
202206010105,3連複,1,6-8-9,320,1
202206010105,3連単,1,8-6-9,1210,3
202206010106,単勝,1,13,5340,10
202206010106,複勝,1,13,810,10
202206010106,複勝,2,4,250,4
202206010106,複勝,3,12,150,1
202206010106,枠連,1,2-7,1810,8
202206010106,馬連,1,4-13,14890,41
202206010106,ワイド,1,4-13,2940,36
202206010106,ワイド,2,12-13,2490,31
202206010106,ワイド,3,4-12,600,4
202206010106,馬単,1,13-4,34460,89
